precedingChord,followingChord,partType,frequency
http://purl.org/ontology/mpo/pop_rock_312884_D_25,http://purl.org/ontology/mpo/pop_rock_312884_G_27,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/country_35541_Emin_128,http://purl.org/ontology/mpo/country_35541_A_130,http://purl.org/ontology/mpo/Bridge,16
http://purl.org/ontology/mpo/country_35541_G_4,http://purl.org/ontology/mpo/country_35541_Amin_6,http://purl.org/ontology/mpo/Intro,16
http://purl.org/ontology/mpo/metal_368111_Amin_46,http://purl.org/ontology/mpo/metal_368111_D_48,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/pop_rock_158951_F_69,http://purl.org/ontology/mpo/pop_rock_158951_D_71,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/pop_195134_Emin_17,http://purl.org/ontology/mpo/pop_195134_G_19,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/pop_195134_Esus4_21,http://purl.org/ontology/mpo/pop_195134_G_23,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/pop_195134_Emin_156,http://purl.org/ontology/mpo/pop_195134_G_158,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/pop_195134_Esus4_160,http://purl.org/ontology/mpo/pop_195134_G_162,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/pop_195134_Emin_130,http://purl.org/ontology/mpo/pop_195134_G_132,http://purl.org/ontology/mpo/Outro,16
http://purl.org/ontology/mpo/rock_52678_D_220,http://purl.org/ontology/mpo/rock_52678_D_222,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_286882_D_170,http://purl.org/ontology/mpo/country_286882_G_172,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_286882_G_181,http://purl.org/ontology/mpo/country_286882_Amin_183,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/metal_605055_G_83,http://purl.org/ontology/mpo/metal_605055_G_85,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_642175_Amin_175,http://purl.org/ontology/mpo/country_642175_D_177,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_642175_Amin7_152,http://purl.org/ontology/mpo/country_642175_D_154,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_642175_Emin7_101,http://purl.org/ontology/mpo/country_642175_D_103,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_65,http://purl.org/ontology/mpo/punk_211165_Gadd11_67,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_153,http://purl.org/ontology/mpo/punk_211165_Gadd11_155,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_43,http://purl.org/ontology/mpo/punk_211165_Gadd11_45,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_87,http://purl.org/ontology/mpo/punk_211165_Gadd11_89,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_109,http://purl.org/ontology/mpo/punk_211165_Gadd11_111,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_211165_Gadd11_131,http://purl.org/ontology/mpo/punk_211165_Gadd11_133,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/punk_209742_F_41,http://purl.org/ontology/mpo/punk_209742_Dmin_43,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/punk_209742_F_120,http://purl.org/ontology/mpo/punk_209742_Dmin_122,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_637039_Bmin_177,http://purl.org/ontology/mpo/country_637039_F_179,http://purl.org/ontology/mpo/Outro,16
http://purl.org/ontology/mpo/metal_367736_Emin_166,http://purl.org/ontology/mpo/metal_367736_Emin_168,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/metal_358426_Fmin_60,http://purl.org/ontology/mpo/metal_358426_Db_62,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/reggae_626906_Emin_144,http://purl.org/ontology/mpo/reggae_626906_Dmin7_146,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/soul_616623_G7_180,http://purl.org/ontology/mpo/soul_616623_Bb_182,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/soul_616623_G7_84,http://purl.org/ontology/mpo/soul_616623_Bb_86,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/soul_616623_F_132,http://purl.org/ontology/mpo/soul_616623_Bb_134,http://purl.org/ontology/mpo/Bridge,16
http://purl.org/ontology/mpo/soul_616623_G7_28,http://purl.org/ontology/mpo/soul_616623_Bb_30,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/pop_rock_332302_A_245,http://purl.org/ontology/mpo/pop_rock_332302_G_247,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/country_193718_G_121,http://purl.org/ontology/mpo/country_193718_G_123,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_193718_G_50,http://purl.org/ontology/mpo/country_193718_G_52,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/country_193718_G_177,http://purl.org/ontology/mpo/country_193718_G_179,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/alternative_124649_Emin_157,http://purl.org/ontology/mpo/alternative_124649_G_159,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/alternative_19707_Dmin_82,http://purl.org/ontology/mpo/alternative_19707_Dbdim7_84,http://purl.org/ontology/mpo/Bridge,16
http://purl.org/ontology/mpo/jazz_158943_F_100,http://purl.org/ontology/mpo/jazz_158943_F_102,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/punk_127550_A_177,http://purl.org/ontology/mpo/punk_127550_Emin_179,http://purl.org/ontology/mpo/Outro,16
http://purl.org/ontology/mpo/electronic_29318_Emin_68,http://purl.org/ontology/mpo/electronic_29318_G_70,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/electronic_29318_Emin_84,http://purl.org/ontology/mpo/electronic_29318_G_86,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/electronic_622345_Amin_118,http://purl.org/ontology/mpo/electronic_622345_G_120,http://purl.org/ontology/mpo/Bridge,16
http://purl.org/ontology/mpo/rap_288711_Bb_105,http://purl.org/ontology/mpo/rap_288711_Bb_107,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/alternative_75647_Bb_81,http://purl.org/ontology/mpo/alternative_75647_F_83,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/alternative_75647_Bb_153,http://purl.org/ontology/mpo/alternative_75647_F_155,http://purl.org/ontology/mpo/Outro,16
http://purl.org/ontology/mpo/alternative_75647_Bb_5,http://purl.org/ontology/mpo/alternative_75647_F_7,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/electronic_6152_A_122,http://purl.org/ontology/mpo/electronic_6152_G_124,http://purl.org/ontology/mpo/Chorus,16
http://purl.org/ontology/mpo/reggae_267355_F_18,http://purl.org/ontology/mpo/reggae_267355_Bb_20,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/rap_629311_Emin_96,http://purl.org/ontology/mpo/rap_629311_D_98,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/rap_629311_Emin_36,http://purl.org/ontology/mpo/rap_629311_D_38,http://purl.org/ontology/mpo/Verse,16
http://purl.org/ontology/mpo/pop_rock_314564_G_108,http://purl.org/ontology/mpo/pop_rock_314564_As_110,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_314564_F_590,http://purl.org/ontology/mpo/pop_rock_314564_F_592,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_314564_G_744,http://purl.org/ontology/mpo/pop_rock_314564_G_746,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_314564_F_662,http://purl.org/ontology/mpo/pop_rock_314564_G_664,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/soul_606998_Emin_313,http://purl.org/ontology/mpo/soul_606998_D_315,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/pop_618167_Fmaj7_263,http://purl.org/ontology/mpo/pop_618167_Emin_265,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/rock_68556_Dmin_199,http://purl.org/ontology/mpo/rock_68556_Bb_201,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/rock_242021_Fs_253,http://purl.org/ontology/mpo/rock_242021_B_255,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/pop_rock_126027_Amin_53,http://purl.org/ontology/mpo/pop_rock_126027_As_55,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_126027_Amin_125,http://purl.org/ontology/mpo/pop_rock_126027_As_127,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_20453_Eb_203,http://purl.org/ontology/mpo/rock_20453_F_205,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/rock_20453_Eb_130,http://purl.org/ontology/mpo/rock_20453_F_132,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/alternative_278558_Amin_2,http://purl.org/ontology/mpo/alternative_278558_G_4,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_207834_D_33,http://purl.org/ontology/mpo/rock_207834_D_35,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_207834_D_75,http://purl.org/ontology/mpo/rock_207834_D_77,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_207834_D_280,http://purl.org/ontology/mpo/rock_207834_D_282,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_207834_D_169,http://purl.org/ontology/mpo/rock_207834_D_171,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/alternative_7922_Bb_172,http://purl.org/ontology/mpo/alternative_7922_F_174,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/soul_640120_G_205,http://purl.org/ontology/mpo/soul_640120_G7_207,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/soul_640120_G7_207,http://purl.org/ontology/mpo/soul_640120_G_209,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/alternative_258197_D_202,http://purl.org/ontology/mpo/alternative_258197_D_204,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/rock_137190_D_201,http://purl.org/ontology/mpo/rock_137190_G_203,http://purl.org/ontology/mpo/Solo,15
http://purl.org/ontology/mpo/rock_137190_Bb_257,http://purl.org/ontology/mpo/rock_137190_A_259,http://purl.org/ontology/mpo/Solo,15
http://purl.org/ontology/mpo/rock_137190_G_227,http://purl.org/ontology/mpo/rock_137190_Amin_229,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_162800_D_63,http://purl.org/ontology/mpo/rock_162800_D_65,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_162800_Bbadd13_159,http://purl.org/ontology/mpo/rock_162800_D_161,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/rock_162800_D_115,http://purl.org/ontology/mpo/rock_162800_D_117,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/metal_632386_Bbmaj7_22,http://purl.org/ontology/mpo/metal_632386_Dmin_24,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/pop_86060_G_40,http://purl.org/ontology/mpo/pop_86060_G_42,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_86060_G_225,http://purl.org/ontology/mpo/pop_86060_G_227,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/country_88248_F_235,http://purl.org/ontology/mpo/country_88248_G_237,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/metal_368041_D_270,http://purl.org/ontology/mpo/metal_368041_B_272,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/metal_368041_D_138,http://purl.org/ontology/mpo/metal_368041_B_140,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/metal_368041_Emin_32,http://purl.org/ontology/mpo/metal_368041_D_34,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/metal_368041_D_211,http://purl.org/ontology/mpo/metal_368041_B_213,http://purl.org/ontology/mpo/Solo,15
http://purl.org/ontology/mpo/metal_601039_Amin_166,http://purl.org/ontology/mpo/metal_601039_G_168,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/country_197557_G_268,http://purl.org/ontology/mpo/country_197557_E_270,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/alternative_137863_D_199,http://purl.org/ontology/mpo/alternative_137863_G_201,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/alternative_137863_D_66,http://purl.org/ontology/mpo/alternative_137863_G_68,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/alternative_137863_Emin_12,http://purl.org/ontology/mpo/alternative_137863_D_14,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/soul_622217_Gmin_43,http://purl.org/ontology/mpo/soul_622217_F_45,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/punk_142665_Amin_129,http://purl.org/ontology/mpo/punk_142665_F_131,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/metal_602001_D_133,http://purl.org/ontology/mpo/metal_602001_G_135,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/metal_357608_Gmin_32,http://purl.org/ontology/mpo/metal_357608_Dmin_34,http://purl.org/ontology/mpo/Interlude,15
http://purl.org/ontology/mpo/rock_202406_Dno3d_65,http://purl.org/ontology/mpo/rock_202406_Bbno3d_67,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_621323_Dmin_201,http://purl.org/ontology/mpo/pop_rock_621323_Bmin_203,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/pop_rock_73332_G_206,http://purl.org/ontology/mpo/pop_rock_73332_D_208,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/country_357687_Emin_281,http://purl.org/ontology/mpo/country_357687_D_283,http://purl.org/ontology/mpo/Interlude,15
http://purl.org/ontology/mpo/jazz_606130_A7_127,http://purl.org/ontology/mpo/jazz_606130_Emin_129,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_rock_613288_G_140,http://purl.org/ontology/mpo/pop_rock_613288_G_142,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_G_77,http://purl.org/ontology/mpo/pop_rock_613288_G_79,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_G_121,http://purl.org/ontology/mpo/pop_rock_613288_G_123,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_G_106,http://purl.org/ontology/mpo/pop_rock_613288_G_108,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_G_62,http://purl.org/ontology/mpo/pop_rock_613288_G_64,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_Emin_30,http://purl.org/ontology/mpo/pop_rock_613288_D_32,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_613288_G_155,http://purl.org/ontology/mpo/pop_rock_613288_G_157,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_621212_Amin_3,http://purl.org/ontology/mpo/country_621212_Emin_5,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/country_208190_G_59,http://purl.org/ontology/mpo/country_208190_D_61,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_143,http://purl.org/ontology/mpo/country_208190_D_145,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_121,http://purl.org/ontology/mpo/country_208190_D_123,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_211,http://purl.org/ontology/mpo/country_208190_D_213,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_48,http://purl.org/ontology/mpo/country_208190_D_50,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_97,http://purl.org/ontology/mpo/country_208190_D_99,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_35,http://purl.org/ontology/mpo/country_208190_D_37,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_208190_G_72,http://purl.org/ontology/mpo/country_208190_D_74,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_35541_G_132,http://purl.org/ontology/mpo/country_35541_D_134,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/country_35541_G_56,http://purl.org/ontology/mpo/country_35541_G_58,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/country_35541_D_141,http://purl.org/ontology/mpo/country_35541_G_143,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/metal_368111_Amin_152,http://purl.org/ontology/mpo/metal_368111_Amin_154,http://purl.org/ontology/mpo/Instrumental,15
http://purl.org/ontology/mpo/metal_368111_Amin_63,http://purl.org/ontology/mpo/metal_368111_Amin_65,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/metal_368111_G_139,http://purl.org/ontology/mpo/metal_368111_Ab_141,http://purl.org/ontology/mpo/Instrumental,15
http://purl.org/ontology/mpo/jazz_145027_Bb_166,http://purl.org/ontology/mpo/jazz_145027_Ab7_168,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/pop_340919_D_104,http://purl.org/ontology/mpo/pop_340919_Emin_106,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_340919_G_139,http://purl.org/ontology/mpo/pop_340919_D_141,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_340919_D_169,http://purl.org/ontology/mpo/pop_340919_Emin_171,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_340919_D_39,http://purl.org/ontology/mpo/pop_340919_Emin_41,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_340919_G_9,http://purl.org/ontology/mpo/pop_340919_D_11,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_340919_G_74,http://purl.org/ontology/mpo/pop_340919_D_76,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/metal_605055_F_199,http://purl.org/ontology/mpo/metal_605055_Dmin_201,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_626113_Emin_104,http://purl.org/ontology/mpo/jazz_626113_Emin_106,http://purl.org/ontology/mpo/Interlude,15
http://purl.org/ontology/mpo/rock_163268_F_214,http://purl.org/ontology/mpo/rock_163268_Gsus4_216,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/rock_163268_G_173,http://purl.org/ontology/mpo/rock_163268_D_175,http://purl.org/ontology/mpo/Solo,15
http://purl.org/ontology/mpo/pop_rock_238326_F_86,http://purl.org/ontology/mpo/pop_rock_238326_G_88,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/pop_rock_238326_F_62,http://purl.org/ontology/mpo/pop_rock_238326_G_64,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_rock_238326_F_194,http://purl.org/ontology/mpo/pop_rock_238326_G_196,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/pop_rock_238326_F_38,http://purl.org/ontology/mpo/pop_rock_238326_G_40,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_rock_238326_F_14,http://purl.org/ontology/mpo/pop_rock_238326_G_16,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/punk_209742_Bb_71,http://purl.org/ontology/mpo/punk_209742_Dmin_73,http://purl.org/ontology/mpo/Interlude,15
http://purl.org/ontology/mpo/electronic_636089_G_74,http://purl.org/ontology/mpo/electronic_636089_Dmin_76,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/reggae_626906_Emin_90,http://purl.org/ontology/mpo/reggae_626906_Dmin7_92,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_272688_Emin_53,http://purl.org/ontology/mpo/pop_272688_D_55,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_272688_Emin_117,http://purl.org/ontology/mpo/pop_272688_D_119,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/pop_rock_274630_F_193,http://purl.org/ontology/mpo/pop_rock_274630_G_195,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/country_193718_G_24,http://purl.org/ontology/mpo/country_193718_G_26,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/country_193718_G_151,http://purl.org/ontology/mpo/country_193718_G_153,http://purl.org/ontology/mpo/Bridge,15
http://purl.org/ontology/mpo/country_193718_G_202,http://purl.org/ontology/mpo/country_193718_G_204,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/alternative_124649_Emin_149,http://purl.org/ontology/mpo/alternative_124649_G_151,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_158943_D_63,http://purl.org/ontology/mpo/jazz_158943_F_65,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_158943_D_24,http://purl.org/ontology/mpo/jazz_158943_F_26,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_10658_F_50,http://purl.org/ontology/mpo/jazz_10658_G_52,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_10658_F_82,http://purl.org/ontology/mpo/jazz_10658_G_84,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_10658_F_2,http://purl.org/ontology/mpo/jazz_10658_D_4,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/jazz_10658_F_127,http://purl.org/ontology/mpo/jazz_10658_D_129,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/jazz_10658_F_66,http://purl.org/ontology/mpo/jazz_10658_D_68,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/reggae_65696_F7_132,http://purl.org/ontology/mpo/reggae_65696_F_134,http://purl.org/ontology/mpo/Outro,15
http://purl.org/ontology/mpo/reggae_65696_F7_16,http://purl.org/ontology/mpo/reggae_65696_F_18,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/electronic_290356_G_17,http://purl.org/ontology/mpo/electronic_290356_D_19,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/reggae_153359_Amin_16,http://purl.org/ontology/mpo/reggae_153359_G_18,http://purl.org/ontology/mpo/Verse,15
http://purl.org/ontology/mpo/reggae_153359_Amin_114,http://purl.org/ontology/mpo/reggae_153359_G_116,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/reggae_36243_G_137,http://purl.org/ontology/mpo/reggae_36243_D_139,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/electronic_6152_Amin_26,http://purl.org/ontology/mpo/electronic_6152_G_28,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/reggae_267355_F_2,http://purl.org/ontology/mpo/reggae_267355_Bb_4,http://purl.org/ontology/mpo/Intro,15
http://purl.org/ontology/mpo/reggae_267355_F_74,http://purl.org/ontology/mpo/reggae_267355_Bb_76,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_100267_D_53,http://purl.org/ontology/mpo/jazz_100267_A_55,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/jazz_100267_D_36,http://purl.org/ontology/mpo/jazz_100267_A_38,http://purl.org/ontology/mpo/Chorus,15
http://purl.org/ontology/mpo/metal_8408_Csmin_189,http://purl.org/ontology/mpo/metal_8408_Csmin_191,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/pop_rock_314564_G_99,http://purl.org/ontology/mpo/pop_rock_314564_As_101,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/pop_rock_314564_F_574,http://purl.org/ontology/mpo/pop_rock_314564_Cmaj7_576,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/pop_rock_314564_F_630,http://purl.org/ontology/mpo/pop_rock_314564_Cmaj7_632,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/pop_rock_314564_F_600,http://purl.org/ontology/mpo/pop_rock_314564_Cmaj7_602,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/pop_rock_314564_Gsus4_180,http://purl.org/ontology/mpo/pop_rock_314564_Gsus4_182,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/pop_rock_314564_F_565,http://purl.org/ontology/mpo/pop_rock_314564_F_567,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/pop_rock_314564_G_82,http://purl.org/ontology/mpo/pop_rock_314564_As_84,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/pop_rock_314564_Ab_34,http://purl.org/ontology/mpo/pop_rock_314564_B_36,http://purl.org/ontology/mpo/Outro,14
http://purl.org/ontology/mpo/rock_68556_Bb_299,http://purl.org/ontology/mpo/rock_68556_Bb_301,http://purl.org/ontology/mpo/Outro,14
http://purl.org/ontology/mpo/pop_rock_126027_Csus4_158,http://purl.org/ontology/mpo/pop_rock_126027_F_160,http://purl.org/ontology/mpo/Bridge,14
http://purl.org/ontology/mpo/alternative_7922_Dmin_87,http://purl.org/ontology/mpo/alternative_7922_Amin_89,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/alternative_7922_Dmin_47,http://purl.org/ontology/mpo/alternative_7922_Amin_49,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/alternative_225725_Emin7_10,http://purl.org/ontology/mpo/alternative_225725_G_12,http://purl.org/ontology/mpo/Intro,14
http://purl.org/ontology/mpo/country_88248_F_154,http://purl.org/ontology/mpo/country_88248_G_156,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/country_88248_F_90,http://purl.org/ontology/mpo/country_88248_G_92,http://purl.org/ontology/mpo/Chorus,14
http://purl.org/ontology/mpo/metal_110898_D_189,http://purl.org/ontology/mpo/metal_110898_B_191,http://purl.org/ontology/mpo/Instrumental,14
http://purl.org/ontology/mpo/metal_110898_Bmin_195,http://purl.org/ontology/mpo/metal_110898_D_197,http://purl.org/ontology/mpo/Instrumental,14
http://purl.org/ontology/mpo/jazz_617242_F_68,http://purl.org/ontology/mpo/jazz_617242_F_70,http://purl.org/ontology/mpo/Verse,14
http://purl.org/ontology/mpo/jazz_617242_F_74,http://purl.org/ontology/mpo/jazz_617242_F_76,http://purl.org/ontology/mpo/Instrumental,14
