precedingChord,followingChord,partType,frequency
http://purl.org/ontology/mpo/soul_606998_Emin_318,http://purl.org/ontology/mpo/soul_606998_D_320,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/rock_68556_Bb_37,http://purl.org/ontology/mpo/rock_68556_Bb_39,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/rock_68556_Bb_196,http://purl.org/ontology/mpo/rock_68556_Bb_198,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_242021_G_66,http://purl.org/ontology/mpo/rock_242021_B_68,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_242021_D_28,http://purl.org/ontology/mpo/rock_242021_D_30,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/rock_242021_D_200,http://purl.org/ontology/mpo/rock_242021_D_202,http://purl.org/ontology/mpo/Solo,8
http://purl.org/ontology/mpo/rock_242021_G_238,http://purl.org/ontology/mpo/rock_242021_B_240,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_242021_G_120,http://purl.org/ontology/mpo/rock_242021_B_122,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_242021_D_82,http://purl.org/ontology/mpo/rock_242021_D_84,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/alternative_278558_G_263,http://purl.org/ontology/mpo/alternative_278558_As_265,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/alternative_7922_Ab_62,http://purl.org/ontology/mpo/alternative_7922_Bb_64,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_87413_F_35,http://purl.org/ontology/mpo/pop_rock_87413_Dmin7_37,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/alternative_258197_D_69,http://purl.org/ontology/mpo/alternative_258197_Gmaj7_71,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rock_137190_D_140,http://purl.org/ontology/mpo/rock_137190_A_142,http://purl.org/ontology/mpo/Solo,8
http://purl.org/ontology/mpo/rock_162800_D_234,http://purl.org/ontology/mpo/rock_162800_G_236,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_630194_G7_165,http://purl.org/ontology/mpo/jazz_630194_Csdim_167,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_632386_F_193,http://purl.org/ontology/mpo/metal_632386_Dmin_195,http://purl.org/ontology/mpo/Outro,8
http://purl.org/ontology/mpo/metal_632386_Bbmaj7_18,http://purl.org/ontology/mpo/metal_632386_Amin7_20,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/pop_21692_F_21,http://purl.org/ontology/mpo/pop_21692_Bb_23,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/pop_21692_F_192,http://purl.org/ontology/mpo/pop_21692_Bb_194,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_88248_G_233,http://purl.org/ontology/mpo/country_88248_F_235,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_88248_G_88,http://purl.org/ontology/mpo/country_88248_F_90,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_88248_G_152,http://purl.org/ontology/mpo/country_88248_F_154,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/jazz_617242_F_132,http://purl.org/ontology/mpo/jazz_617242_F_134,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_617242_F_34,http://purl.org/ontology/mpo/jazz_617242_F_36,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_617242_F_110,http://purl.org/ontology/mpo/jazz_617242_F_112,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_617242_F_90,http://purl.org/ontology/mpo/jazz_617242_F_92,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/metal_368041_B_29,http://purl.org/ontology/mpo/metal_368041_G_31,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/metal_368041_B_17,http://purl.org/ontology/mpo/metal_368041_G_19,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/metal_601039_Dmin_142,http://purl.org/ontology/mpo/metal_601039_G_144,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_601039_Emin_60,http://purl.org/ontology/mpo/metal_601039_G_62,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_601039_Dmin_91,http://purl.org/ontology/mpo/metal_601039_G_93,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/alternative_135036_Amin_159,http://purl.org/ontology/mpo/alternative_135036_F_161,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/country_197557_G_17,http://purl.org/ontology/mpo/country_197557_G_19,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_197557_G_129,http://purl.org/ontology/mpo/country_197557_G_131,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_197557_F_5,http://purl.org/ontology/mpo/country_197557_E_7,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/country_197557_G_127,http://purl.org/ontology/mpo/country_197557_G_129,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/country_197557_G_15,http://purl.org/ontology/mpo/country_197557_G_17,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/alternative_137863_D_79,http://purl.org/ontology/mpo/alternative_137863_G_81,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/alternative_137863_D_14,http://purl.org/ontology/mpo/alternative_137863_D_16,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/soul_622217_D_122,http://purl.org/ontology/mpo/soul_622217_G_124,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_74636_F_246,http://purl.org/ontology/mpo/rock_74636_F_248,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_74636_F_337,http://purl.org/ontology/mpo/rock_74636_F_339,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rock_74636_F_288,http://purl.org/ontology/mpo/rock_74636_F_290,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/jazz_31651_Gadd13_74,http://purl.org/ontology/mpo/jazz_31651_D_76,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_357608_Bb_37,http://purl.org/ontology/mpo/metal_357608_Dmin_39,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/rock_202406_Bb_92,http://purl.org/ontology/mpo/rock_202406_Bb_94,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_73332_Emin_88,http://purl.org/ontology/mpo/pop_rock_73332_Emin_90,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_138,http://purl.org/ontology/mpo/pop_rock_613288_G_140,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_145,http://purl.org/ontology/mpo/pop_rock_613288_G_147,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_104,http://purl.org/ontology/mpo/pop_rock_613288_G_106,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_111,http://purl.org/ontology/mpo/pop_rock_613288_G_113,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_G_129,http://purl.org/ontology/mpo/pop_rock_613288_G_131,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_G_163,http://purl.org/ontology/mpo/pop_rock_613288_G_165,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_182,http://purl.org/ontology/mpo/pop_rock_613288_G_184,http://purl.org/ontology/mpo/Outro,8
http://purl.org/ontology/mpo/pop_rock_613288_D_60,http://purl.org/ontology/mpo/pop_rock_613288_G_62,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_D_67,http://purl.org/ontology/mpo/pop_rock_613288_G_69,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_G_85,http://purl.org/ontology/mpo/pop_rock_613288_G_87,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_G_192,http://purl.org/ontology/mpo/pop_rock_613288_G_194,http://purl.org/ontology/mpo/Outro,8
http://purl.org/ontology/mpo/pop_rock_613288_G_25,http://purl.org/ontology/mpo/pop_rock_613288_G_27,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_613288_G_41,http://purl.org/ontology/mpo/pop_rock_613288_G_43,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/soul_604419_G_101,http://purl.org/ontology/mpo/soul_604419_G_103,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_621212_G_80,http://purl.org/ontology/mpo/country_621212_Amin_82,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_621212_G_46,http://purl.org/ontology/mpo/country_621212_Amin_48,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_621212_G_17,http://purl.org/ontology/mpo/country_621212_Amin_19,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_208190_G_114,http://purl.org/ontology/mpo/country_208190_D_116,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_208190_G_28,http://purl.org/ontology/mpo/country_208190_D_30,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_208190_D_193,http://purl.org/ontology/mpo/country_208190_G_195,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_35541_G_12,http://purl.org/ontology/mpo/country_35541_D_14,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/country_35541_D_46,http://purl.org/ontology/mpo/country_35541_Amin_48,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_195134_Emin_211,http://purl.org/ontology/mpo/pop_195134_G_213,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_195134_Emin_72,http://purl.org/ontology/mpo/pop_195134_G_74,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_145027_Cadd13_134,http://purl.org/ontology/mpo/jazz_145027_Bb_136,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_342516_G_146,http://purl.org/ontology/mpo/metal_342516_D_148,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_342516_Emin_213,http://purl.org/ontology/mpo/metal_342516_G_215,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_342516_Emin_216,http://purl.org/ontology/mpo/metal_342516_G_218,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_342516_Emin_196,http://purl.org/ontology/mpo/metal_342516_G_198,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_342516_Emin_199,http://purl.org/ontology/mpo/metal_342516_G_201,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_340919_D_133,http://purl.org/ontology/mpo/pop_340919_G_135,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/pop_340919_D_68,http://purl.org/ontology/mpo/pop_340919_G_70,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/pop_340919_D_3,http://purl.org/ontology/mpo/pop_340919_G_5,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/pop_623332_Bb_173,http://purl.org/ontology/mpo/pop_623332_Bb_175,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/pop_623332_Bb_179,http://purl.org/ontology/mpo/pop_623332_Bb_181,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/punk_338216_D_177,http://purl.org/ontology/mpo/punk_338216_E_179,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rock_324585_Dmin7_264,http://purl.org/ontology/mpo/rock_324585_Dmin_266,http://purl.org/ontology/mpo/Solo,8
http://purl.org/ontology/mpo/rock_324585_Dmin7_240,http://purl.org/ontology/mpo/rock_324585_Dmin_242,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rock_324585_Dmin7_320,http://purl.org/ontology/mpo/rock_324585_Dmin_322,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rock_324585_Dmin7_299,http://purl.org/ontology/mpo/rock_324585_Dmin_301,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rock_324585_Dmin7_216,http://purl.org/ontology/mpo/rock_324585_Dmin_218,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_71240_G_30,http://purl.org/ontology/mpo/pop_rock_71240_G_32,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_71240_G_74,http://purl.org/ontology/mpo/pop_rock_71240_G_76,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_286,http://purl.org/ontology/mpo/pop_228748_Dmin_288,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_252,http://purl.org/ontology/mpo/pop_228748_Dmin_254,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_136,http://purl.org/ontology/mpo/pop_228748_Dmin_138,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_162,http://purl.org/ontology/mpo/pop_228748_Dmin_164,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_52,http://purl.org/ontology/mpo/pop_228748_Dmin_54,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_90,http://purl.org/ontology/mpo/pop_228748_Dmin_92,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_190,http://purl.org/ontology/mpo/pop_228748_Dmin_192,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_36,http://purl.org/ontology/mpo/pop_228748_Dmin_38,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_112,http://purl.org/ontology/mpo/pop_228748_Dmin_114,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_10,http://purl.org/ontology/mpo/pop_228748_Dmin_12,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_70,http://purl.org/ontology/mpo/pop_228748_Dmin_72,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_22,http://purl.org/ontology/mpo/pop_228748_Dmin_24,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_228748_Amin_220,http://purl.org/ontology/mpo/pop_228748_Dmin_222,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/rap_316908_D_98,http://purl.org/ontology/mpo/rap_316908_Bmin7_100,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/alternative_131528_Emin_166,http://purl.org/ontology/mpo/alternative_131528_Amin_168,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/alternative_131528_Gmin_33,http://purl.org/ontology/mpo/alternative_131528_Amin_35,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/alternative_131528_Amin_61,http://purl.org/ontology/mpo/alternative_131528_Amin_63,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_211165_Gadd11_177,http://purl.org/ontology/mpo/punk_211165_Gadd11_179,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_211165_Gadd11_9,http://purl.org/ontology/mpo/punk_211165_Gadd11_11,http://purl.org/ontology/mpo/Intro,8
http://purl.org/ontology/mpo/punk_209742_Bb_89,http://purl.org/ontology/mpo/punk_209742_A_91,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_209742_F_124,http://purl.org/ontology/mpo/punk_209742_Dmin_126,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_209742_F_32,http://purl.org/ontology/mpo/punk_209742_G_34,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_209742_F_45,http://purl.org/ontology/mpo/punk_209742_Dmin_47,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_188571_F_173,http://purl.org/ontology/mpo/country_188571_G_175,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_367736_A_67,http://purl.org/ontology/mpo/metal_367736_Emin_69,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_367736_A_115,http://purl.org/ontology/mpo/metal_367736_Emin_117,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_358426_Fmin_124,http://purl.org/ontology/mpo/metal_358426_Db_126,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/metal_358426_Cmin_139,http://purl.org/ontology/mpo/metal_358426_Db_141,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_358426_Cmin_217,http://purl.org/ontology/mpo/metal_358426_Db_219,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_358426_Cmin_121,http://purl.org/ontology/mpo/metal_358426_Db_123,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/electronic_636089_Dmin_115,http://purl.org/ontology/mpo/electronic_636089_G_117,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/electronic_636089_Dmin_30,http://purl.org/ontology/mpo/electronic_636089_F_32,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/electronic_636089_G_22,http://purl.org/ontology/mpo/electronic_636089_Amin_24,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/electronic_636089_G_47,http://purl.org/ontology/mpo/electronic_636089_Amin_49,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_256289_Dmin_120,http://purl.org/ontology/mpo/country_256289_Dmin_122,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/reggae_626906_Emin_85,http://purl.org/ontology/mpo/reggae_626906_Dmin7_87,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_246768_G_203,http://purl.org/ontology/mpo/country_246768_G_205,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_246768_G_161,http://purl.org/ontology/mpo/country_246768_G_163,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_246768_G_129,http://purl.org/ontology/mpo/country_246768_G_131,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/country_246768_G_27,http://purl.org/ontology/mpo/country_246768_G_29,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/metal_637828_A_106,http://purl.org/ontology/mpo/metal_637828_D_108,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/metal_637828_A_137,http://purl.org/ontology/mpo/metal_637828_D_139,http://purl.org/ontology/mpo/Solo,8
http://purl.org/ontology/mpo/metal_637828_A_67,http://purl.org/ontology/mpo/metal_637828_D_69,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_155,http://purl.org/ontology/mpo/pop_rock_16854_D_157,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_182,http://purl.org/ontology/mpo/pop_rock_16854_D_184,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_74,http://purl.org/ontology/mpo/pop_rock_16854_D_76,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_47,http://purl.org/ontology/mpo/pop_rock_16854_D_49,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_20,http://purl.org/ontology/mpo/pop_rock_16854_D_22,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_101,http://purl.org/ontology/mpo/pop_rock_16854_D_103,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/pop_rock_16854_G_128,http://purl.org/ontology/mpo/pop_rock_16854_D_130,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_129457_Bb_81,http://purl.org/ontology/mpo/reggae_129457_Dmin_83,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_129457_Bb_112,http://purl.org/ontology/mpo/reggae_129457_Dmin_114,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_129457_Bb_38,http://purl.org/ontology/mpo/reggae_129457_Dmin_40,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/country_193718_G_70,http://purl.org/ontology/mpo/country_193718_G_72,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/pop_rock_266_Emin_155,http://purl.org/ontology/mpo/pop_rock_266_D_157,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/alternative_124649_Emin_36,http://purl.org/ontology/mpo/alternative_124649_G_38,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/alternative_124649_Emin_170,http://purl.org/ontology/mpo/alternative_124649_Amin_172,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/alternative_124649_Emin_28,http://purl.org/ontology/mpo/alternative_124649_G_30,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_39,http://purl.org/ontology/mpo/punk_609065_Amin_41,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_609065_F_15,http://purl.org/ontology/mpo/punk_609065_Amin_17,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_159,http://purl.org/ontology/mpo/punk_609065_Amin_161,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_111,http://purl.org/ontology/mpo/punk_609065_Amin_113,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/punk_609065_F_63,http://purl.org/ontology/mpo/punk_609065_Amin_65,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/punk_609065_F_75,http://purl.org/ontology/mpo/punk_609065_Amin_77,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_609065_F_87,http://purl.org/ontology/mpo/punk_609065_Amin_89,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_609065_F_51,http://purl.org/ontology/mpo/punk_609065_Amin_53,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_135,http://purl.org/ontology/mpo/punk_609065_Amin_137,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/punk_609065_F_123,http://purl.org/ontology/mpo/punk_609065_Amin_125,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_99,http://purl.org/ontology/mpo/punk_609065_Amin_101,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_609065_F_27,http://purl.org/ontology/mpo/punk_609065_Amin_29,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/punk_609065_F_147,http://purl.org/ontology/mpo/punk_609065_Amin_149,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/rap_108141_D_58,http://purl.org/ontology/mpo/rap_108141_G_60,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/jazz_158943_D_73,http://purl.org/ontology/mpo/jazz_158943_F_75,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/jazz_158943_D_34,http://purl.org/ontology/mpo/jazz_158943_F_36,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/punk_127550_Emin_163,http://purl.org/ontology/mpo/punk_127550_A_165,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/punk_60711_Amin_103,http://purl.org/ontology/mpo/punk_60711_D_105,http://purl.org/ontology/mpo/Solo,8
http://purl.org/ontology/mpo/punk_202264_G_45,http://purl.org/ontology/mpo/punk_202264_Amin_47,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_202264_G_8,http://purl.org/ontology/mpo/punk_202264_Amin_10,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/punk_202264_G_86,http://purl.org/ontology/mpo/punk_202264_Amin_88,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/reggae_65696_F7_116,http://purl.org/ontology/mpo/reggae_65696_F_118,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_65696_F_80,http://purl.org/ontology/mpo/reggae_65696_F_82,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/reggae_65696_F7_98,http://purl.org/ontology/mpo/reggae_65696_F7_100,http://purl.org/ontology/mpo/Instrumental,8
http://purl.org/ontology/mpo/reggae_65696_F_140,http://purl.org/ontology/mpo/reggae_65696_F_142,http://purl.org/ontology/mpo/Outro,8
http://purl.org/ontology/mpo/reggae_65696_F_52,http://purl.org/ontology/mpo/reggae_65696_F_54,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/soul_216511_Gsmin_23,http://purl.org/ontology/mpo/soul_216511_D_25,http://purl.org/ontology/mpo/Bridge,8
http://purl.org/ontology/mpo/electronic_29318_Emin_36,http://purl.org/ontology/mpo/electronic_29318_G_38,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_71058_Amin7_123,http://purl.org/ontology/mpo/reggae_71058_G_125,http://purl.org/ontology/mpo/Outro,8
http://purl.org/ontology/mpo/electronic_290356_D_19,http://purl.org/ontology/mpo/electronic_290356_D_21,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/electronic_290356_D_56,http://purl.org/ontology/mpo/electronic_290356_D_58,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/reggae_153359_Amin_92,http://purl.org/ontology/mpo/reggae_153359_F_94,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/reggae_153359_Amin_28,http://purl.org/ontology/mpo/reggae_153359_F_30,http://purl.org/ontology/mpo/Verse,8
http://purl.org/ontology/mpo/reggae_153359_Amin_62,http://purl.org/ontology/mpo/reggae_153359_F_64,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_153359_Amin_126,http://purl.org/ontology/mpo/reggae_153359_F_128,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_137942_G_56,http://purl.org/ontology/mpo/reggae_137942_Amin_58,http://purl.org/ontology/mpo/Chorus,8
http://purl.org/ontology/mpo/reggae_137942_G_72,http://purl.org/ontology/mpo/reggae_137942_Amin_74,http://purl.org/ontology/mpo/Interlude,8
http://purl.org/ontology/mpo/reggae_137942_G_136,http://purl.org/ontology/mpo/reggae_137942_Amin_138,http://purl.org/ontology/mpo/Outro,8
