track,part,partType,prog
http://purl.org/ontology/mpo/electronic_100686,http://purl.org/ontology/mpo/electronic_100686_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_100686_outro_1_ChordProgression_16
http://purl.org/ontology/mpo/electronic_100686,http://purl.org/ontology/mpo/electronic_100686_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_100686_outro_1_ChordProgression_17
http://purl.org/ontology/mpo/electronic_100686,http://purl.org/ontology/mpo/electronic_100686_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_100686_outro_1_ChordProgression_18
http://purl.org/ontology/mpo/electronic_100686,http://purl.org/ontology/mpo/electronic_100686_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_100686_outro_1_ChordProgression_19
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_36
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_31
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_32
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_33
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_34
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_35
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_37
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_3_ChordProgression_38
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_23
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_24
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_25
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_26
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_27
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_2_ChordProgression_28
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_31
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_32
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_33
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_34
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_35
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_36
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_37
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_1_ChordProgression_38
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_23
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_24
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_25
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_26
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_27
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/rap_7630_verse_1_ChordProgression_28
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_31
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_32
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_33
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_34
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_35
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_36
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_37
http://purl.org/ontology/mpo/rap_7630,http://purl.org/ontology/mpo/rap_7630_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/rap_7630_chorus_2_ChordProgression_38
http://purl.org/ontology/mpo/electronic_341959,http://purl.org/ontology/mpo/electronic_341959_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_341959_bridge_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_341959,http://purl.org/ontology/mpo/electronic_341959_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_341959_bridge_1_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_215721_outro_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_215721_outro_1_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_1_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_4,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_4_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_4,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_4_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_2_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_2_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_3_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_3_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_intro_1,http://purl.org/ontology/mpo/Intro,http://purl.org/ontology/mpo/electronic_215721_intro_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_intro_1,http://purl.org/ontology/mpo/Intro,http://purl.org/ontology/mpo/electronic_215721_intro_1_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_bridge_2,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_215721_bridge_2_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_bridge_2,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_215721_bridge_2_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_215721_bridge_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_215721_bridge_1_ChordProgression_8
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_5,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_5_ChordProgression_7
http://purl.org/ontology/mpo/electronic_215721,http://purl.org/ontology/mpo/electronic_215721_chorus_5,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_215721_chorus_5_ChordProgression_8
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/electronic_624570_verse_1_ChordProgression_11
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_verse_1,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/electronic_624570_verse_1_ChordProgression_12
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_3_ChordProgression_23
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_3_ChordProgression_19
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_3_ChordProgression_20
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_3_ChordProgression_21
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_3,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_3_ChordProgression_22
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_1_ChordProgression_19
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_1_ChordProgression_20
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_1_ChordProgression_21
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_1_ChordProgression_22
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_1,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_1_ChordProgression_23
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_2_ChordProgression_19
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_2_ChordProgression_20
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_2_ChordProgression_21
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_2_ChordProgression_22
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_chorus_2,http://purl.org/ontology/mpo/Chorus,http://purl.org/ontology/mpo/electronic_624570_chorus_2_ChordProgression_23
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_624570_bridge_1_ChordProgression_17
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_624570_bridge_1_ChordProgression_15
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_624570_bridge_1_ChordProgression_16
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_bridge_1,http://purl.org/ontology/mpo/Bridge,http://purl.org/ontology/mpo/electronic_624570_bridge_1_ChordProgression_18
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/electronic_624570_verse_2_ChordProgression_12
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_verse_2,http://purl.org/ontology/mpo/Verse,http://purl.org/ontology/mpo/electronic_624570_verse_2_ChordProgression_11
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_624570_outro_1_ChordProgression_7
http://purl.org/ontology/mpo/electronic_624570,http://purl.org/ontology/mpo/electronic_624570_outro_1,http://purl.org/ontology/mpo/Outro,http://purl.org/ontology/mpo/electronic_624570_outro_1_ChordProgression_8
